hero,map,map_type,mode,pickrate,winrate
Anran,Circuit Royal,Escort,Competitive - Role Queue,12.6,0.5329999999999999
Ashe,Circuit Royal,Escort,Competitive - Role Queue,8.7,0.493
Baptiste,Circuit Royal,Escort,Competitive - Role Queue,5.1,0.446
Bastion,Circuit Royal,Escort,Competitive - Role Queue,9.7,0.475
Brigitte,Circuit Royal,Escort,Competitive - Role Queue,5.9,0.5429999999999999
Cassidy,Circuit Royal,Escort,Competitive - Role Queue,10.8,0.47200000000000003
D.Va,Circuit Royal,Escort,Competitive - Role Queue,10.0,0.47200000000000003
Domina,Circuit Royal,Escort,Competitive - Role Queue,8.4,0.506
Doomfist,Circuit Royal,Escort,Competitive - Role Queue,6.2,0.49200000000000005
Echo,Circuit Royal,Escort,Competitive - Role Queue,4.8,0.491
Emre,Circuit Royal,Escort,Competitive - Role Queue,10.2,0.48
Freja,Circuit Royal,Escort,Competitive - Role Queue,3.9,0.449
Genji,Circuit Royal,Escort,Competitive - Role Queue,11.3,0.511
Hanzo,Circuit Royal,Escort,Competitive - Role Queue,6.4,0.484
Hazard,Circuit Royal,Escort,Competitive - Role Queue,4.5,0.523
Illari,Circuit Royal,Escort,Competitive - Role Queue,9.2,0.525
Jetpack Cat,Circuit Royal,Escort,Competitive - Role Queue,11.0,0.485
Junker Queen,Circuit Royal,Escort,Competitive - Role Queue,5.0,0.523
Junkrat,Circuit Royal,Escort,Competitive - Role Queue,8.2,0.504
Juno,Circuit Royal,Escort,Competitive - Role Queue,21.2,0.506
Kiriko,Circuit Royal,Escort,Competitive - Role Queue,22.5,0.48200000000000004
Lifeweaver,Circuit Royal,Escort,Competitive - Role Queue,14.9,0.506
Lúcio,Circuit Royal,Escort,Competitive - Role Queue,8.5,0.525
Mauga,Circuit Royal,Escort,Competitive - Role Queue,6.3,0.502
Mei,Circuit Royal,Escort,Competitive - Role Queue,5.5,0.525
Mercy,Circuit Royal,Escort,Competitive - Role Queue,23.5,0.488
Mizuki,Circuit Royal,Escort,Competitive - Role Queue,15.8,0.523
Moira,Circuit Royal,Escort,Competitive - Role Queue,20.8,0.502
Orisa,Circuit Royal,Escort,Competitive - Role Queue,9.8,0.467
Pharah,Circuit Royal,Escort,Competitive - Role Queue,3.7,0.532
Reaper,Circuit Royal,Escort,Competitive - Role Queue,8.6,0.5379999999999999
Reinhardt,Circuit Royal,Escort,Competitive - Role Queue,10.9,0.5429999999999999
Roadhog,Circuit Royal,Escort,Competitive - Role Queue,8.3,0.457
Sigma,Circuit Royal,Escort,Competitive - Role Queue,8.5,0.507
Sojourn,Circuit Royal,Escort,Competitive - Role Queue,5.4,0.433
Soldier: 76,Circuit Royal,Escort,Competitive - Role Queue,11.6,0.489
Sombra,Circuit Royal,Escort,Competitive - Role Queue,4.1,0.467
Symmetra,Circuit Royal,Escort,Competitive - Role Queue,2.3,0.541
Torbjörn,Circuit Royal,Escort,Competitive - Role Queue,3.4,0.551
Tracer,Circuit Royal,Escort,Competitive - Role Queue,4.4,0.498
Vendetta,Circuit Royal,Escort,Competitive - Role Queue,3.8,0.469
Venture,Circuit Royal,Escort,Competitive - Role Queue,2.6,0.524
Widowmaker,Circuit Royal,Escort,Competitive - Role Queue,5.3,0.451
Winston,Circuit Royal,Escort,Competitive - Role Queue,4.6,0.5329999999999999
Wrecking Ball,Circuit Royal,Escort,Competitive - Role Queue,3.1,0.505
Wuyang,Circuit Royal,Escort,Competitive - Role Queue,9.1,0.501
Zarya,Circuit Royal,Escort,Competitive - Role Queue,4.3,0.46799999999999997
Zenyatta,Circuit Royal,Escort,Competitive - Role Queue,11.2,0.545
Sierra,Dorado,Escort,Competitive - Role Queue,52.9,0.526
Ramattra,Dorado,Escort,Competitive - Role Queue,10.3,0.517
Ana,Dorado,Escort,Competitive - Role Queue,21.4,0.457
Anran,Dorado,Escort,Competitive - Role Queue,12.6,0.5329999999999999
Ashe,Dorado,Escort,Competitive - Role Queue,8.7,0.493
Baptiste,Dorado,Escort,Competitive - Role Queue,5.1,0.446
Bastion,Dorado,Escort,Competitive - Role Queue,9.7,0.475
Brigitte,Dorado,Escort,Competitive - Role Queue,5.9,0.5429999999999999
Cassidy,Dorado,Escort,Competitive - Role Queue,10.8,0.47200000000000003
D.Va,Dorado,Escort,Competitive - Role Queue,10.0,0.47200000000000003
Domina,Dorado,Escort,Competitive - Role Queue,8.4,0.506
Doomfist,Dorado,Escort,Competitive - Role Queue,6.2,0.49200000000000005
Echo,Dorado,Escort,Competitive - Role Queue,4.8,0.491
Emre,Dorado,Escort,Competitive - Role Queue,10.2,0.48
Freja,Dorado,Escort,Competitive - Role Queue,3.9,0.449
Genji,Dorado,Escort,Competitive - Role Queue,11.3,0.511
Hanzo,Dorado,Escort,Competitive - Role Queue,6.4,0.484
Hazard,Dorado,Escort,Competitive - Role Queue,4.5,0.523
Illari,Dorado,Escort,Competitive - Role Queue,9.2,0.525
Jetpack Cat,Dorado,Escort,Competitive - Role Queue,11.0,0.485
Junker Queen,Dorado,Escort,Competitive - Role Queue,5.0,0.523
Junkrat,Dorado,Escort,Competitive - Role Queue,8.2,0.504
Juno,Dorado,Escort,Competitive - Role Queue,21.2,0.506
Kiriko,Dorado,Escort,Competitive - Role Queue,22.5,0.48200000000000004
Lifeweaver,Dorado,Escort,Competitive - Role Queue,14.9,0.506
Lúcio,Dorado,Escort,Competitive - Role Queue,8.5,0.525
Mauga,Dorado,Escort,Competitive - Role Queue,6.3,0.502
Mei,Dorado,Escort,Competitive - Role Queue,5.5,0.525
Mercy,Dorado,Escort,Competitive - Role Queue,23.5,0.488
Mizuki,Dorado,Escort,Competitive - Role Queue,15.8,0.523
Moira,Dorado,Escort,Competitive - Role Queue,20.8,0.502
Orisa,Dorado,Escort,Competitive - Role Queue,9.8,0.467
Pharah,Dorado,Escort,Competitive - Role Queue,3.7,0.532
Reaper,Dorado,Escort,Competitive - Role Queue,8.6,0.5379999999999999
Reinhardt,Dorado,Escort,Competitive - Role Queue,10.9,0.5429999999999999
Roadhog,Dorado,Escort,Competitive - Role Queue,8.3,0.457
Sigma,Dorado,Escort,Competitive - Role Queue,8.5,0.507
Sojourn,Dorado,Escort,Competitive - Role Queue,5.4,0.433
Soldier: 76,Dorado,Escort,Competitive - Role Queue,11.6,0.489
Sombra,Dorado,Escort,Competitive - Role Queue,4.1,0.467
Symmetra,Dorado,Escort,Competitive - Role Queue,2.3,0.541
Torbjörn,Dorado,Escort,Competitive - Role Queue,3.4,0.551
Tracer,Dorado,Escort,Competitive - Role Queue,4.4,0.498
Vendetta,Dorado,Escort,Competitive - Role Queue,3.8,0.469
Venture,Dorado,Escort,Competitive - Role Queue,2.6,0.524
Widowmaker,Dorado,Escort,Competitive - Role Queue,5.3,0.451
Winston,Dorado,Escort,Competitive - Role Queue,4.6,0.5329999999999999
Wrecking Ball,Dorado,Escort,Competitive - Role Queue,3.1,0.505
Wuyang,Dorado,Escort,Competitive - Role Queue,9.1,0.501
Zarya,Dorado,Escort,Competitive - Role Queue,4.3,0.46799999999999997
Zenyatta,Dorado,Escort,Competitive - Role Queue,11.2,0.545
Sierra,Havana,Escort,Competitive - Role Queue,52.9,0.526
Ramattra,Havana,Escort,Competitive - Role Queue,10.3,0.517
Ana,Havana,Escort,Competitive - Role Queue,21.4,0.457
Anran,Havana,Escort,Competitive - Role Queue,12.6,0.5329999999999999
Ashe,Havana,Escort,Competitive - Role Queue,8.7,0.493
Baptiste,Havana,Escort,Competitive - Role Queue,5.1,0.446
Bastion,Havana,Escort,Competitive - Role Queue,9.7,0.475
Brigitte,Havana,Escort,Competitive - Role Queue,5.9,0.5429999999999999
Cassidy,Havana,Escort,Competitive - Role Queue,10.8,0.47200000000000003
D.Va,Havana,Escort,Competitive - Role Queue,10.0,0.47200000000000003
Domina,Havana,Escort,Competitive - Role Queue,8.4,0.506
Doomfist,Havana,Escort,Competitive - Role Queue,6.2,0.49200000000000005
Echo,Havana,Escort,Competitive - Role Queue,4.8,0.491
Emre,Havana,Escort,Competitive - Role Queue,10.2,0.48
Freja,Havana,Escort,Competitive - Role Queue,3.9,0.449
Genji,Havana,Escort,Competitive - Role Queue,11.3,0.511
Hanzo,Havana,Escort,Competitive - Role Queue,6.4,0.484
Hazard,Havana,Escort,Competitive - Role Queue,4.5,0.523
Illari,Havana,Escort,Competitive - Role Queue,9.2,0.525
Jetpack Cat,Havana,Escort,Competitive - Role Queue,11.0,0.485
Junker Queen,Havana,Escort,Competitive - Role Queue,5.0,0.523
Junkrat,Havana,Escort,Competitive - Role Queue,8.2,0.504
Juno,Havana,Escort,Competitive - Role Queue,21.2,0.506
Kiriko,Havana,Escort,Competitive - Role Queue,22.5,0.48200000000000004
Lifeweaver,Havana,Escort,Competitive - Role Queue,14.9,0.506
Lúcio,Havana,Escort,Competitive - Role Queue,8.5,0.525
Mauga,Havana,Escort,Competitive - Role Queue,6.3,0.502
Mei,Havana,Escort,Competitive - Role Queue,5.5,0.525
Mercy,Havana,Escort,Competitive - Role Queue,23.5,0.488
Mizuki,Havana,Escort,Competitive - Role Queue,15.8,0.523
Moira,Havana,Escort,Competitive - Role Queue,20.8,0.502
Orisa,Havana,Escort,Competitive - Role Queue,9.8,0.467
Pharah,Havana,Escort,Competitive - Role Queue,3.7,0.532
Reaper,Havana,Escort,Competitive - Role Queue,8.6,0.5379999999999999
Reinhardt,Havana,Escort,Competitive - Role Queue,10.9,0.5429999999999999
Roadhog,Havana,Escort,Competitive - Role Queue,8.3,0.457
Sigma,Havana,Escort,Competitive - Role Queue,8.5,0.507
Sojourn,Havana,Escort,Competitive - Role Queue,5.4,0.433
Soldier: 76,Havana,Escort,Competitive - Role Queue,11.6,0.489
Sombra,Havana,Escort,Competitive - Role Queue,4.1,0.467
Symmetra,Havana,Escort,Competitive - Role Queue,2.3,0.541
Torbjörn,Havana,Escort,Competitive - Role Queue,3.4,0.551
Tracer,Havana,Escort,Competitive - Role Queue,4.4,0.498
Vendetta,Havana,Escort,Competitive - Role Queue,3.8,0.469
Venture,Havana,Escort,Competitive - Role Queue,2.6,0.524
Widowmaker,Havana,Escort,Competitive - Role Queue,5.3,0.451
Winston,Havana,Escort,Competitive - Role Queue,4.6,0.5329999999999999
Wrecking Ball,Havana,Escort,Competitive - Role Queue,3.1,0.505
Wuyang,Havana,Escort,Competitive - Role Queue,9.1,0.501
Zarya,Havana,Escort,Competitive - Role Queue,4.3,0.46799999999999997
Zenyatta,Havana,Escort,Competitive - Role Queue,11.2,0.545
Sierra,Junkertown,Escort,Competitive - Role Queue,52.9,0.526
Ramattra,Junkertown,Escort,Competitive - Role Queue,10.3,0.517
Ana,Junkertown,Escort,Competitive - Role Queue,21.4,0.457
Anran,Junkertown,Escort,Competitive - Role Queue,12.6,0.5329999999999999
Ashe,Junkertown,Escort,Competitive - Role Queue,8.7,0.493
Baptiste,Junkertown,Escort,Competitive - Role Queue,5.1,0.446
Bastion,Junkertown,Escort,Competitive - Role Queue,9.7,0.475
Brigitte,Junkertown,Escort,Competitive - Role Queue,5.9,0.5429999999999999
Cassidy,Junkertown,Escort,Competitive - Role Queue,10.8,0.47200000000000003
D.Va,Junkertown,Escort,Competitive - Role Queue,10.0,0.47200000000000003
Domina,Junkertown,Escort,Competitive - Role Queue,8.4,0.506
Doomfist,Junkertown,Escort,Competitive - Role Queue,6.2,0.49200000000000005
Echo,Junkertown,Escort,Competitive - Role Queue,4.8,0.491
Emre,Junkertown,Escort,Competitive - Role Queue,10.2,0.48
Freja,Junkertown,Escort,Competitive - Role Queue,3.9,0.449
Genji,Junkertown,Escort,Competitive - Role Queue,11.3,0.511
Hanzo,Junkertown,Escort,Competitive - Role Queue,6.4,0.484
Hazard,Junkertown,Escort,Competitive - Role Queue,4.5,0.523
Illari,Junkertown,Escort,Competitive - Role Queue,9.2,0.525
Jetpack Cat,Junkertown,Escort,Competitive - Role Queue,11.0,0.485
Junker Queen,Junkertown,Escort,Competitive - Role Queue,5.0,0.523
Junkrat,Junkertown,Escort,Competitive - Role Queue,8.2,0.504
Juno,Junkertown,Escort,Competitive - Role Queue,21.2,0.506
Kiriko,Junkertown,Escort,Competitive - Role Queue,22.5,0.48200000000000004
Lifeweaver,Junkertown,Escort,Competitive - Role Queue,14.9,0.506
Lúcio,Junkertown,Escort,Competitive - Role Queue,8.5,0.525
Mauga,Junkertown,Escort,Competitive - Role Queue,6.3,0.502
Mei,Junkertown,Escort,Competitive - Role Queue,5.5,0.525
Mercy,Junkertown,Escort,Competitive - Role Queue,23.5,0.488
Mizuki,Junkertown,Escort,Competitive - Role Queue,15.8,0.523
Moira,Junkertown,Escort,Competitive - Role Queue,20.8,0.502
Orisa,Junkertown,Escort,Competitive - Role Queue,9.8,0.467
Pharah,Junkertown,Escort,Competitive - Role Queue,3.7,0.532
Reaper,Junkertown,Escort,Competitive - Role Queue,8.6,0.5379999999999999
Reinhardt,Junkertown,Escort,Competitive - Role Queue,10.9,0.5429999999999999
Roadhog,Junkertown,Escort,Competitive - Role Queue,8.3,0.457
Sigma,Junkertown,Escort,Competitive - Role Queue,8.5,0.507
Sojourn,Junkertown,Escort,Competitive - Role Queue,5.4,0.433
Soldier: 76,Junkertown,Escort,Competitive - Role Queue,11.6,0.489
Sombra,Junkertown,Escort,Competitive - Role Queue,4.1,0.467
Symmetra,Junkertown,Escort,Competitive - Role Queue,2.3,0.541
Torbjörn,Junkertown,Escort,Competitive - Role Queue,3.4,0.551
Tracer,Junkertown,Escort,Competitive - Role Queue,4.4,0.498
Vendetta,Junkertown,Escort,Competitive - Role Queue,3.8,0.469
Venture,Junkertown,Escort,Competitive - Role Queue,2.6,0.524
Widowmaker,Junkertown,Escort,Competitive - Role Queue,5.3,0.451
Winston,Junkertown,Escort,Competitive - Role Queue,4.6,0.5329999999999999
Wrecking Ball,Junkertown,Escort,Competitive - Role Queue,3.1,0.505
Wuyang,Junkertown,Escort,Competitive - Role Queue,9.1,0.501
Zarya,Junkertown,Escort,Competitive - Role Queue,4.3,0.46799999999999997
Zenyatta,Junkertown,Escort,Competitive - Role Queue,11.2,0.545
Sierra,Rialto,Escort,Competitive - Role Queue,52.9,0.526
Ramattra,Rialto,Escort,Competitive - Role Queue,10.3,0.517
Ana,Rialto,Escort,Competitive - Role Queue,21.4,0.457
Anran,Rialto,Escort,Competitive - Role Queue,12.6,0.5329999999999999
Ashe,Rialto,Escort,Competitive - Role Queue,8.7,0.493
Baptiste,Rialto,Escort,Competitive - Role Queue,5.1,0.446
Bastion,Rialto,Escort,Competitive - Role Queue,9.7,0.475
Brigitte,Rialto,Escort,Competitive - Role Queue,5.9,0.5429999999999999
Cassidy,Rialto,Escort,Competitive - Role Queue,10.8,0.47200000000000003
D.Va,Rialto,Escort,Competitive - Role Queue,10.0,0.47200000000000003
Domina,Rialto,Escort,Competitive - Role Queue,8.4,0.506
Doomfist,Rialto,Escort,Competitive - Role Queue,6.2,0.49200000000000005
Echo,Rialto,Escort,Competitive - Role Queue,4.8,0.491
Emre,Rialto,Escort,Competitive - Role Queue,10.2,0.48
Freja,Rialto,Escort,Competitive - Role Queue,3.9,0.449
Genji,Rialto,Escort,Competitive - Role Queue,11.3,0.511
Hanzo,Rialto,Escort,Competitive - Role Queue,6.4,0.484
Hazard,Rialto,Escort,Competitive - Role Queue,4.5,0.523
Illari,Rialto,Escort,Competitive - Role Queue,9.2,0.525
Jetpack Cat,Rialto,Escort,Competitive - Role Queue,11.0,0.485
Junker Queen,Rialto,Escort,Competitive - Role Queue,5.0,0.523
Junkrat,Rialto,Escort,Competitive - Role Queue,8.2,0.504
Juno,Rialto,Escort,Competitive - Role Queue,21.2,0.506
Kiriko,Rialto,Escort,Competitive - Role Queue,22.5,0.48200000000000004
Lifeweaver,Rialto,Escort,Competitive - Role Queue,14.9,0.506
Lúcio,Rialto,Escort,Competitive - Role Queue,8.5,0.525
Mauga,Rialto,Escort,Competitive - Role Queue,6.3,0.502
Mei,Rialto,Escort,Competitive - Role Queue,5.5,0.525
Mercy,Rialto,Escort,Competitive - Role Queue,23.5,0.488
Mizuki,Rialto,Escort,Competitive - Role Queue,15.8,0.523
Moira,Rialto,Escort,Competitive - Role Queue,20.8,0.502
Orisa,Rialto,Escort,Competitive - Role Queue,9.8,0.467
Pharah,Rialto,Escort,Competitive - Role Queue,3.7,0.532
Reaper,Rialto,Escort,Competitive - Role Queue,8.6,0.5379999999999999
Reinhardt,Rialto,Escort,Competitive - Role Queue,10.9,0.5429999999999999
Roadhog,Rialto,Escort,Competitive - Role Queue,8.3,0.457
Sigma,Rialto,Escort,Competitive - Role Queue,8.5,0.507
Sojourn,Rialto,Escort,Competitive - Role Queue,5.4,0.433
Soldier: 76,Rialto,Escort,Competitive - Role Queue,11.6,0.489
Sombra,Rialto,Escort,Competitive - Role Queue,4.1,0.467
Symmetra,Rialto,Escort,Competitive - Role Queue,2.3,0.541
Torbjörn,Rialto,Escort,Competitive - Role Queue,3.4,0.551
Tracer,Rialto,Escort,Competitive - Role Queue,4.4,0.498
Vendetta,Rialto,Escort,Competitive - Role Queue,3.8,0.469
Venture,Rialto,Escort,Competitive - Role Queue,2.6,0.524
Widowmaker,Rialto,Escort,Competitive - Role Queue,5.3,0.451
Winston,Rialto,Escort,Competitive - Role Queue,4.6,0.5329999999999999
Wrecking Ball,Rialto,Escort,Competitive - Role Queue,3.1,0.505
Wuyang,Rialto,Escort,Competitive - Role Queue,9.1,0.501
Zarya,Rialto,Escort,Competitive - Role Queue,4.3,0.46799999999999997
Zenyatta,Rialto,Escort,Competitive - Role Queue,11.2,0.545
Sierra,Route 66,Escort,Competitive - Role Queue,52.9,0.526
Ramattra,Route 66,Escort,Competitive - Role Queue,10.3,0.517
Ana,Route 66,Escort,Competitive - Role Queue,21.4,0.457
Anran,Route 66,Escort,Competitive - Role Queue,12.6,0.5329999999999999
Ashe,Route 66,Escort,Competitive - Role Queue,8.7,0.493
Baptiste,Route 66,Escort,Competitive - Role Queue,5.1,0.446
Bastion,Route 66,Escort,Competitive - Role Queue,9.7,0.475
Brigitte,Route 66,Escort,Competitive - Role Queue,5.9,0.5429999999999999
Cassidy,Route 66,Escort,Competitive - Role Queue,10.8,0.47200000000000003
D.Va,Route 66,Escort,Competitive - Role Queue,10.0,0.47200000000000003
Domina,Route 66,Escort,Competitive - Role Queue,8.4,0.506
Doomfist,Route 66,Escort,Competitive - Role Queue,6.2,0.49200000000000005
Echo,Route 66,Escort,Competitive - Role Queue,4.8,0.491
Emre,Route 66,Escort,Competitive - Role Queue,10.2,0.48
Freja,Route 66,Escort,Competitive - Role Queue,3.9,0.449
Genji,Route 66,Escort,Competitive - Role Queue,11.3,0.511
Hanzo,Route 66,Escort,Competitive - Role Queue,6.4,0.484
Hazard,Route 66,Escort,Competitive - Role Queue,4.5,0.523
Illari,Route 66,Escort,Competitive - Role Queue,9.2,0.525
Jetpack Cat,Route 66,Escort,Competitive - Role Queue,11.0,0.485
Junker Queen,Route 66,Escort,Competitive - Role Queue,5.0,0.523
Junkrat,Route 66,Escort,Competitive - Role Queue,8.2,0.504
Juno,Route 66,Escort,Competitive - Role Queue,21.2,0.506
Kiriko,Route 66,Escort,Competitive - Role Queue,22.5,0.48200000000000004
Lifeweaver,Route 66,Escort,Competitive - Role Queue,14.9,0.506
Lúcio,Route 66,Escort,Competitive - Role Queue,8.5,0.525
Mauga,Route 66,Escort,Competitive - Role Queue,6.3,0.502
Mei,Route 66,Escort,Competitive - Role Queue,5.5,0.525
Mercy,Route 66,Escort,Competitive - Role Queue,23.5,0.488
Mizuki,Route 66,Escort,Competitive - Role Queue,15.8,0.523
Moira,Route 66,Escort,Competitive - Role Queue,20.8,0.502
Orisa,Route 66,Escort,Competitive - Role Queue,9.8,0.467
Pharah,Route 66,Escort,Competitive - Role Queue,3.7,0.532
Reaper,Route 66,Escort,Competitive - Role Queue,8.6,0.5379999999999999
Reinhardt,Route 66,Escort,Competitive - Role Queue,10.9,0.5429999999999999
Roadhog,Route 66,Escort,Competitive - Role Queue,8.3,0.457
Sigma,Route 66,Escort,Competitive - Role Queue,8.5,0.507
Sojourn,Route 66,Escort,Competitive - Role Queue,5.4,0.433
Soldier: 76,Route 66,Escort,Competitive - Role Queue,11.6,0.489
Sombra,Route 66,Escort,Competitive - Role Queue,4.1,0.467
Symmetra,Route 66,Escort,Competitive - Role Queue,2.3,0.541
Torbjörn,Route 66,Escort,Competitive - Role Queue,3.4,0.551
Tracer,Route 66,Escort,Competitive - Role Queue,4.4,0.498
Vendetta,Route 66,Escort,Competitive - Role Queue,3.8,0.469
Venture,Route 66,Escort,Competitive - Role Queue,2.6,0.524
Widowmaker,Route 66,Escort,Competitive - Role Queue,5.3,0.451
Winston,Route 66,Escort,Competitive - Role Queue,4.6,0.5329999999999999
Wrecking Ball,Route 66,Escort,Competitive - Role Queue,3.1,0.505
Wuyang,Route 66,Escort,Competitive - Role Queue,9.1,0.501
Zarya,Route 66,Escort,Competitive - Role Queue,4.3,0.46799999999999997
Zenyatta,Route 66,Escort,Competitive - Role Queue,11.2,0.545
Sierra,Shambali Monastery,Escort,Competitive - Role Queue,52.9,0.526
Ramattra,Shambali Monastery,Escort,Competitive - Role Queue,10.3,0.517
Ana,Shambali Monastery,Escort,Competitive - Role Queue,21.4,0.457
Anran,Shambali Monastery,Escort,Competitive - Role Queue,12.6,0.5329999999999999
Ashe,Shambali Monastery,Escort,Competitive - Role Queue,8.7,0.493
Baptiste,Shambali Monastery,Escort,Competitive - Role Queue,5.1,0.446
Bastion,Shambali Monastery,Escort,Competitive - Role Queue,9.7,0.475
Brigitte,Shambali Monastery,Escort,Competitive - Role Queue,5.9,0.5429999999999999
Cassidy,Shambali Monastery,Escort,Competitive - Role Queue,10.8,0.47200000000000003
D.Va,Shambali Monastery,Escort,Competitive - Role Queue,10.0,0.47200000000000003
Domina,Shambali Monastery,Escort,Competitive - Role Queue,8.4,0.506
Doomfist,Shambali Monastery,Escort,Competitive - Role Queue,6.2,0.49200000000000005
Echo,Shambali Monastery,Escort,Competitive - Role Queue,4.8,0.491
Emre,Shambali Monastery,Escort,Competitive - Role Queue,10.2,0.48
Freja,Shambali Monastery,Escort,Competitive - Role Queue,3.9,0.449
Genji,Shambali Monastery,Escort,Competitive - Role Queue,11.3,0.511
Hanzo,Shambali Monastery,Escort,Competitive - Role Queue,6.4,0.484
Hazard,Shambali Monastery,Escort,Competitive - Role Queue,4.5,0.523
Illari,Shambali Monastery,Escort,Competitive - Role Queue,9.2,0.525
Jetpack Cat,Shambali Monastery,Escort,Competitive - Role Queue,11.0,0.485
Junker Queen,Shambali Monastery,Escort,Competitive - Role Queue,5.0,0.523
Junkrat,Shambali Monastery,Escort,Competitive - Role Queue,8.2,0.504
Juno,Shambali Monastery,Escort,Competitive - Role Queue,21.2,0.506
Kiriko,Shambali Monastery,Escort,Competitive - Role Queue,22.5,0.48200000000000004
Lifeweaver,Shambali Monastery,Escort,Competitive - Role Queue,14.9,0.506
Lúcio,Shambali Monastery,Escort,Competitive - Role Queue,8.5,0.525
Mauga,Shambali Monastery,Escort,Competitive - Role Queue,6.3,0.502
Mei,Shambali Monastery,Escort,Competitive - Role Queue,5.5,0.525
Mercy,Shambali Monastery,Escort,Competitive - Role Queue,23.5,0.488
Mizuki,Shambali Monastery,Escort,Competitive - Role Queue,15.8,0.523
Moira,Shambali Monastery,Escort,Competitive - Role Queue,20.8,0.502
Orisa,Shambali Monastery,Escort,Competitive - Role Queue,9.8,0.467
Pharah,Shambali Monastery,Escort,Competitive - Role Queue,3.7,0.532
Reaper,Shambali Monastery,Escort,Competitive - Role Queue,8.6,0.5379999999999999
Reinhardt,Shambali Monastery,Escort,Competitive - Role Queue,10.9,0.5429999999999999
Roadhog,Shambali Monastery,Escort,Competitive - Role Queue,8.3,0.457
Sigma,Shambali Monastery,Escort,Competitive - Role Queue,8.5,0.507
Sojourn,Shambali Monastery,Escort,Competitive - Role Queue,5.4,0.433
Soldier: 76,Shambali Monastery,Escort,Competitive - Role Queue,11.6,0.489
Sombra,Shambali Monastery,Escort,Competitive - Role Queue,4.1,0.467
Symmetra,Shambali Monastery,Escort,Competitive - Role Queue,2.3,0.541
Torbjörn,Shambali Monastery,Escort,Competitive - Role Queue,3.4,0.551
Tracer,Shambali Monastery,Escort,Competitive - Role Queue,4.4,0.498
Vendetta,Shambali Monastery,Escort,Competitive - Role Queue,3.8,0.469
Venture,Shambali Monastery,Escort,Competitive - Role Queue,2.6,0.524
Widowmaker,Shambali Monastery,Escort,Competitive - Role Queue,5.3,0.451
Winston,Shambali Monastery,Escort,Competitive - Role Queue,4.6,0.5329999999999999
Wrecking Ball,Shambali Monastery,Escort,Competitive - Role Queue,3.1,0.505
Wuyang,Shambali Monastery,Escort,Competitive - Role Queue,9.1,0.501
Zarya,Shambali Monastery,Escort,Competitive - Role Queue,4.3,0.46799999999999997
Zenyatta,Shambali Monastery,Escort,Competitive - Role Queue,11.2,0.545
Sierra,Watchpoint: Gibraltar,Escort,Competitive - Role Queue,52.9,0.526
Ramattra,Watchpoint: Gibraltar,Escort,Competitive - Role Queue,10.3,0.517
Ana,Watchpoint: Gibraltar,Escort,Competitive - Role Queue,21.4,0.457
Anran,Watchpoint: Gibraltar,Escort,Competitive - Role Queue,12.6,0.5329999999999999
